txtb_year,textbox1,textbox4,txtb_value
niistä opintolainat,"Keskikorko, %",5/2007,"5,05"
niistä opintolainat,"Keskikorko, %",6/2007,"5,18"
niistä opintolainat,"Keskikorko, %",7/2007,"5,27"
niistä opintolainat,"Keskikorko, %",8/2007,"5,33"
niistä opintolainat,"Keskikorko, %",9/2007,"5,40"
niistä opintolainat,"Keskikorko, %",10/2007,"5,44"
niistä opintolainat,"Keskikorko, %",11/2007,"5,46"
niistä opintolainat,"Keskikorko, %",12/2007,"5,48"
niistä opintolainat,"Keskikorko, %",1/2008,"5,49"
niistä opintolainat,"Keskikorko, %",2/2008,"5,48"
niistä opintolainat,"Keskikorko, %",3/2008,"5,47"
niistä opintolainat,"Keskikorko, %",4/2008,"5,47"
niistä opintolainat,"Keskikorko, %",5/2008,"5,59"
niistä opintolainat,"Keskikorko, %",6/2008,"5,64"
niistä opintolainat,"Keskikorko, %",7/2008,"5,92"
niistä opintolainat,"Keskikorko, %",8/2008,"5,96"
niistä opintolainat,"Keskikorko, %",9/2008,"6,00"
niistä opintolainat,"Keskikorko, %",10/2008,"6,03"
niistä opintolainat,"Keskikorko, %",11/2008,"6,01"
niistä opintolainat,"Keskikorko, %",12/2008,"5,23"
niistä opintolainat,"Keskikorko, %",1/2009,"4,75"
niistä opintolainat,"Keskikorko, %",2/2009,"4,39"
niistä opintolainat,"Keskikorko, %",3/2009,"4,12"
niistä opintolainat,"Keskikorko, %",4/2009,"4,01"
niistä opintolainat,"Keskikorko, %",5/2009,"3,90"
niistä opintolainat,"Keskikorko, %",6/2009,"3,84"
niistä opintolainat,"Keskikorko, %",7/2009,"3,67"
niistä opintolainat,"Keskikorko, %",8/2009,"3,31"
niistä opintolainat,"Keskikorko, %",9/2009,"2,92"
niistä opintolainat,"Keskikorko, %",10/2009,"2,69"
niistä opintolainat,"Keskikorko, %",11/2009,"2,53"
niistä opintolainat,"Keskikorko, %",12/2009,"2,46"
niistä opintolainat,"Keskikorko, %",1/2010,"2,40"
niistä opintolainat,"Keskikorko, %",2/2010,"2,32"
niistä opintolainat,"Keskikorko, %",3/2010,"2,29"
niistä opintolainat,"Keskikorko, %",4/2010,"2,27"
niistä opintolainat,"Keskikorko, %",5/2010,"2,27"
niistä opintolainat,"Keskikorko, %",6/2010,"2,26"
niistä opintolainat,"Keskikorko, %",7/2010,"2,26"
niistä opintolainat,"Keskikorko, %",8/2010,"2,26"
niistä opintolainat,"Keskikorko, %",9/2010,"2,27"
niistä opintolainat,"Keskikorko, %",10/2010,"2,28"
niistä opintolainat,"Keskikorko, %",11/2010,"2,28"
niistä opintolainat,"Keskikorko, %",12/2010,"2,29"
niistä opintolainat,"Keskikorko, %",1/2011,"2,29"
niistä opintolainat,"Keskikorko, %",2/2011,"2,30"
niistä opintolainat,"Keskikorko, %",3/2011,"2,31"
niistä opintolainat,"Keskikorko, %",4/2011,"2,32"
niistä opintolainat,"Keskikorko, %",5/2011,"2,33"
niistä opintolainat,"Keskikorko, %",6/2011,"2,35"
niistä opintolainat,"Keskikorko, %",7/2011,"2,36"
niistä opintolainat,"Keskikorko, %",8/2011,"2,40"
niistä opintolainat,"Keskikorko, %",9/2011,"2,45"
niistä opintolainat,"Keskikorko, %",10/2011,"2,49"
niistä opintolainat,"Keskikorko, %",11/2011,"2,50"
niistä opintolainat,"Keskikorko, %",12/2011,"2,51"
niistä opintolainat,"Keskikorko, %",1/2012,"2,51"
niistä opintolainat,"Keskikorko, %",2/2012,"2,50"
niistä opintolainat,"Keskikorko, %",3/2012,"2,47"
niistä opintolainat,"Keskikorko, %",4/2012,"2,44"
niistä opintolainat,"Keskikorko, %",5/2012,"2,42"
niistä opintolainat,"Keskikorko, %",6/2012,"2,40"
niistä opintolainat,"Keskikorko, %",7/2012,"2,32"
niistä opintolainat,"Keskikorko, %",8/2012,"2,20"
niistä opintolainat,"Keskikorko, %",9/2012,"2,03"
niistä opintolainat,"Keskikorko, %",10/2012,"1,90"
niistä opintolainat,"Keskikorko, %",11/2012,"1,77"
niistä opintolainat,"Keskikorko, %",12/2012,"1,72"
niistä opintolainat,"Keskikorko, %",1/2013,"1,65"
niistä opintolainat,"Keskikorko, %",2/2013,"1,61"
niistä opintolainat,"Keskikorko, %",3/2013,"1,57"
niistä opintolainat,"Keskikorko, %",4/2013,"1,55"
niistä opintolainat,"Keskikorko, %",5/2013,"1,53"
niistä opintolainat,"Keskikorko, %",6/2013,"1,51"
niistä opintolainat,"Keskikorko, %",7/2013,"1,50"
niistä opintolainat,"Keskikorko, %",8/2013,"1,47"
niistä opintolainat,"Keskikorko, %",9/2013,"1,44"
niistä opintolainat,"Keskikorko, %",10/2013,"1,43"
niistä opintolainat,"Keskikorko, %",11/2013,"1,43"
niistä opintolainat,"Keskikorko, %",12/2013,"1,42"
niistä opintolainat,"Keskikorko, %",1/2014,"1,40"
niistä opintolainat,"Keskikorko, %",2/2014,"1,40"
niistä opintolainat,"Keskikorko, %",3/2014,"1,40"
niistä opintolainat,"Keskikorko, %",4/2014,"1,40"
niistä opintolainat,"Keskikorko, %",5/2014,"1,40"
niistä opintolainat,"Keskikorko, %",6/2014,"1,39"
niistä opintolainat,"Keskikorko, %",7/2014,"1,39"
niistä opintolainat,"Keskikorko, %",8/2014,"1,38"
niistä opintolainat,"Keskikorko, %",9/2014,"1,32"
niistä opintolainat,"Keskikorko, %",10/2014,"1,30"
niistä opintolainat,"Keskikorko, %",11/2014,"1,23"
niistä opintolainat,"Keskikorko, %",12/2014,"1,22"
niistä opintolainat,"Keskikorko, %",1/2015,"1,20"
niistä opintolainat,"Keskikorko, %",2/2015,"1,19"
niistä opintolainat,"Keskikorko, %",3/2015,"1,17"
niistä opintolainat,"Keskikorko, %",4/2015,"1,14"
niistä opintolainat,"Keskikorko, %",5/2015,"1,09"
niistä opintolainat,"Keskikorko, %",6/2015,"1,06"
niistä opintolainat,"Keskikorko, %",7/2015,"1,05"
niistä opintolainat,"Keskikorko, %",8/2015,"1,02"
niistä opintolainat,"Keskikorko, %",9/2015,"1,00"
niistä opintolainat,"Keskikorko, %",10/2015,"0,98"
niistä opintolainat,"Keskikorko, %",11/2015,"0,96"
niistä opintolainat,"Keskikorko, %",12/2015,"0,95"
niistä opintolainat,"Keskikorko, %",1/2016,"0,92"
niistä opintolainat,"Keskikorko, %",2/2016,"0,87"
niistä opintolainat,"Keskikorko, %",3/2016,"0,85"
niistä opintolainat,"Keskikorko, %",4/2016,"0,82"
niistä opintolainat,"Keskikorko, %",5/2016,"0,82"
niistä opintolainat,"Keskikorko, %",6/2016,"0,81"
niistä opintolainat,"Keskikorko, %",7/2016,"0,80"
niistä opintolainat,"Keskikorko, %",8/2016,"0,78"
niistä opintolainat,"Keskikorko, %",9/2016,"0,75"
niistä opintolainat,"Keskikorko, %",10/2016,"0,74"
niistä opintolainat,"Keskikorko, %",11/2016,"0,73"
niistä opintolainat,"Keskikorko, %",12/2016,"0,70"
niistä opintolainat,"Keskikorko, %",1/2017,"0,69"
niistä opintolainat,"Keskikorko, %",2/2017,"0,68"
niistä opintolainat,"Keskikorko, %",3/2017,"0,68"
niistä opintolainat,"Keskikorko, %",4/2017,"0,67"
niistä opintolainat,"Keskikorko, %",5/2017,"0,67"
niistä opintolainat,"Keskikorko, %",6/2017,"0,67"
niistä opintolainat,"Keskikorko, %",7/2017,"0,66"
niistä opintolainat,"Keskikorko, %",8/2017,"0,65"
niistä opintolainat,"Keskikorko, %",9/2017,"0,64"
niistä opintolainat,"Keskikorko, %",10/2017,"0,63"
niistä opintolainat,"Keskikorko, %",11/2017,"0,63"
niistä opintolainat,"Keskikorko, %",12/2017,"0,62"
niistä opintolainat,"Keskikorko, %",1/2018,"0,61"
niistä opintolainat,"Keskikorko, %",2/2018,"0,60"
niistä opintolainat,"Keskikorko, %",3/2018,"0,60"
niistä opintolainat,"Keskikorko, %",4/2018,"0,58"
niistä opintolainat,"Keskikorko, %",5/2018,"0,58"
niistä opintolainat,"Keskikorko, %",6/2018,"0,57"
niistä opintolainat,"Keskikorko, %",7/2018,"0,57"
niistä opintolainat,"Keskikorko, %",8/2018,"0,57"
niistä opintolainat,"Keskikorko, %",9/2018,"0,56"
niistä opintolainat,"Keskikorko, %",10/2018,"0,56"
niistä opintolainat,"Keskikorko, %",11/2018,"0,56"
niistä opintolainat,"Keskikorko, %",12/2018,"0,56"
niistä opintolainat,"Keskikorko, %",1/2019,"0,56"
niistä opintolainat,"Keskikorko, %",2/2019,"0,56"
niistä opintolainat,"Keskikorko, %",3/2019,"0,56"
niistä opintolainat,"Keskikorko, %",4/2019,"0,56"
niistä opintolainat,"Keskikorko, %",5/2019,"0,56"
niistä opintolainat,"Keskikorko, %",6/2019,"0,56"
niistä opintolainat,"Keskikorko, %",7/2019,"0,55"
niistä opintolainat,"Keskikorko, %",8/2019,"0,52"
niistä opintolainat,"Keskikorko, %",9/2019,"0,50"
niistä opintolainat,"Keskikorko, %",10/2019,"0,49"
niistä opintolainat,"Keskikorko, %",11/2019,"0,48"
niistä opintolainat,"Keskikorko, %",12/2019,"0,48"
niistä opintolainat,"Keskikorko, %",1/2020,"0,46"
niistä opintolainat,"Keskikorko, %",2/2020,"0,45"
niistä opintolainat,"Keskikorko, %",3/2020,"0,44"
niistä opintolainat,"Keskikorko, %",4/2020,"0,44"
niistä opintolainat,"Keskikorko, %",5/2020,"0,44"
niistä opintolainat,"Keskikorko, %",6/2020,"0,44"
niistä opintolainat,"Keskikorko, %",7/2020,"0,45"
niistä opintolainat,"Keskikorko, %",8/2020,"0,44"
niistä opintolainat,"Keskikorko, %",9/2020,"0,42"
niistä opintolainat,"Keskikorko, %",10/2020,"0,41"
niistä opintolainat,"Keskikorko, %",11/2020,"0,40"
niistä opintolainat,"Keskikorko, %",12/2020,"0,39"
niistä opintolainat,"Keskikorko, %",1/2021,"0,36"
niistä opintolainat,"Keskikorko, %",2/2021,"0,36"
niistä opintolainat,"Keskikorko, %",3/2021,"0,35"
niistä opintolainat,"Keskikorko, %",4/2021,"0,34"
niistä opintolainat,"Keskikorko, %",5/2021,"0,33"
niistä opintolainat,"Keskikorko, %",6/2021,"0,32"
niistä opintolainat,"Keskikorko, %",7/2021,"0,31"
niistä opintolainat,"Keskikorko, %",8/2021,"0,29"
niistä opintolainat,"Keskikorko, %",9/2021,"0,27"
niistä opintolainat,"Keskikorko, %",10/2021,"0,27"
niistä opintolainat,"Keskikorko, %",11/2021,"0,27"
niistä opintolainat,"Keskikorko, %",12/2021,"0,26"
niistä opintolainat,"Keskikorko, %",1/2022,"0,25"
niistä opintolainat,"Keskikorko, %",2/2022,"0,25"
niistä opintolainat,"Keskikorko, %",3/2022,"0,26"
niistä opintolainat,"Keskikorko, %",4/2022,"0,27"
niistä opintolainat,"Keskikorko, %",5/2022,"0,29"
niistä opintolainat,"Keskikorko, %",6/2022,"0,34"
niistä opintolainat,"Keskikorko, %",7/2022,"0,37"
niistä opintolainat,"Keskikorko, %",8/2022,"0,70"
niistä opintolainat,"Keskikorko, %",9/2022,"1,18"
niistä opintolainat,"Keskikorko, %",10/2022,"1,52"
niistä opintolainat,"Keskikorko, %",11/2022,"1,71"
niistä opintolainat,"Keskikorko, %",12/2022,"1,95"
niistä opintolainat,"Keskikorko, %",1/2023,"2,20"
niistä opintolainat,"Keskikorko, %",2/2023,"2,44"
niistä opintolainat,"Keskikorko, %",3/2023,"2,73"
niistä opintolainat,"Keskikorko, %",4/2023,"2,87"
niistä opintolainat,"Keskikorko, %",5/2023,"2,98"
niistä opintolainat,"Keskikorko, %",6/2023,"3,16"
niistä opintolainat,"Keskikorko, %",7/2023,"3,23"
niistä opintolainat,"Keskikorko, %",8/2023,"3,89"
niistä opintolainat,"Keskikorko, %",9/2023,"4,18"
niistä opintolainat,"Keskikorko, %",10/2023,"4,34"
niistä opintolainat,"Keskikorko, %",11/2023,"4,41"
niistä opintolainat,"Keskikorko, %",12/2023,"4,44"
niistä opintolainat,"Keskikorko, %",1/2024,"4,46"
niistä opintolainat,"Keskikorko, %",2/2024,"4,47"
niistä opintolainat,"Keskikorko, %",3/2024,"4,47"
niistä opintolainat,"Keskikorko, %",4/2024,"4,47"
niistä opintolainat,"Keskikorko, %",5/2024,"4,46"
niistä opintolainat,"Keskikorko, %",6/2024,"4,44"
niistä opintolainat,"Keskikorko, %",7/2024,"4,42"
Yrityksille (2),"12 kk:n muutos (1), %",1/2003,"7,1"
Yrityksille (2),"12 kk:n muutos (1), %",2/2003,"6,4"
Yrityksille (2),"12 kk:n muutos (1), %",3/2003,"7,8"
Yrityksille (2),"12 kk:n muutos (1), %",4/2003,"10,1"
Yrityksille (2),"12 kk:n muutos (1), %",5/2003,"9,8"
Yrityksille (2),"12 kk:n muutos (1), %",6/2003,"9,9"
Yrityksille (2),"12 kk:n muutos (1), %",7/2003,"8,1"
Yrityksille (2),"12 kk:n muutos (1), %",8/2003,"6,7"
Yrityksille (2),"12 kk:n muutos (1), %",9/2003,"6,7"
Yrityksille (2),"12 kk:n muutos (1), %",10/2003,"6,2"
Yrityksille (2),"12 kk:n muutos (1), %",11/2003,"6,6"
Yrityksille (2),"12 kk:n muutos (1), %",12/2003,"7,4"
Yrityksille (2),"12 kk:n muutos (1), %",1/2004,"9,8"
Yrityksille (2),"12 kk:n muutos (1), %",2/2004,"8,9"
Yrityksille (2),"12 kk:n muutos (1), %",3/2004,"8,8"
Yrityksille (2),"12 kk:n muutos (1), %",4/2004,"8,9"
Yrityksille (2),"12 kk:n muutos (1), %",5/2004,"9,0"
Yrityksille (2),"12 kk:n muutos (1), %",6/2004,"8,5"
Yrityksille (2),"12 kk:n muutos (1), %",7/2004,"7,8"
Yrityksille (2),"12 kk:n muutos (1), %",8/2004,"7,9"
Yrityksille (2),"12 kk:n muutos (1), %",9/2004,"7,9"
Yrityksille (2),"12 kk:n muutos (1), %",10/2004,"8,9"
Yrityksille (2),"12 kk:n muutos (1), %",11/2004,"9,0"
Yrityksille (2),"12 kk:n muutos (1), %",12/2004,"8,9"
Yrityksille (2),"12 kk:n muutos (1), %",1/2005,"8,3"
Yrityksille (2),"12 kk:n muutos (1), %",2/2005,"8,4"
Yrityksille (2),"12 kk:n muutos (1), %",3/2005,"8,8"
Yrityksille (2),"12 kk:n muutos (1), %",4/2005,"8,8"
Yrityksille (2),"12 kk:n muutos (1), %",5/2005,"9,5"
Yrityksille (2),"12 kk:n muutos (1), %",6/2005,"10,2"
Yrityksille (2),"12 kk:n muutos (1), %",7/2005,"7,8"
Yrityksille (2),"12 kk:n muutos (1), %",8/2005,"7,8"
Yrityksille (2),"12 kk:n muutos (1), %",9/2005,"8,8"
Yrityksille (2),"12 kk:n muutos (1), %",10/2005,"9,0"
Yrityksille (2),"12 kk:n muutos (1), %",11/2005,"8,5"
Yrityksille (2),"12 kk:n muutos (1), %",12/2005,"7,8"
Yrityksille (2),"12 kk:n muutos (1), %",1/2006,"7,1"
Yrityksille (2),"12 kk:n muutos (1), %",2/2006,"8,5"
Yrityksille (2),"12 kk:n muutos (1), %",3/2006,"6,9"
Yrityksille (2),"12 kk:n muutos (1), %",4/2006,"6,5"
Yrityksille (2),"12 kk:n muutos (1), %",5/2006,"6,0"
Yrityksille (2),"12 kk:n muutos (1), %",6/2006,"4,9"
Yrityksille (2),"12 kk:n muutos (1), %",7/2006,"8,5"
Yrityksille (2),"12 kk:n muutos (1), %",8/2006,"7,8"
Yrityksille (2),"12 kk:n muutos (1), %",9/2006,"6,4"
Yrityksille (2),"12 kk:n muutos (1), %",10/2006,"5,4"
Yrityksille (2),"12 kk:n muutos (1), %",11/2006,"5,8"
Yrityksille (2),"12 kk:n muutos (1), %",12/2006,"8,4"
Yrityksille (2),"12 kk:n muutos (1), %",1/2007,"8,4"
Yrityksille (2),"12 kk:n muutos (1), %",2/2007,"7,1"
Yrityksille (2),"12 kk:n muutos (1), %",3/2007,"8,9"
Yrityksille (2),"12 kk:n muutos (1), %",4/2007,"8,7"
Yrityksille (2),"12 kk:n muutos (1), %",5/2007,"8,4"
Yrityksille (2),"12 kk:n muutos (1), %",6/2007,"9,1"
Yrityksille (2),"12 kk:n muutos (1), %",7/2007,"8,6"
Yrityksille (2),"12 kk:n muutos (1), %",8/2007,"9,5"
Yrityksille (2),"12 kk:n muutos (1), %",9/2007,"12,2"
Yrityksille (2),"12 kk:n muutos (1), %",10/2007,"13,9"
Yrityksille (2),"12 kk:n muutos (1), %",11/2007,"14,1"
Yrityksille (2),"12 kk:n muutos (1), %",12/2007,"12,9"
Yrityksille (2),"12 kk:n muutos (1), %",1/2008,"11,8"
Yrityksille (2),"12 kk:n muutos (1), %",2/2008,"13,5"
Yrityksille (2),"12 kk:n muutos (1), %",3/2008,"16,7"
Yrityksille (2),"12 kk:n muutos (1), %",4/2008,"18,2"
Yrityksille (2),"12 kk:n muutos (1), %",5/2008,"19,1"
Yrityksille (2),"12 kk:n muutos (1), %",6/2008,"18,7"
Yrityksille (2),"12 kk:n muutos (1), %",7/2008,"19,9"
Yrityksille (2),"12 kk:n muutos (1), %",8/2008,"20,2"
Yrityksille (2),"12 kk:n muutos (1), %",9/2008,"20,9"
Yrityksille (2),"12 kk:n muutos (1), %",10/2008,"20,8"
Yrityksille (2),"12 kk:n muutos (1), %",11/2008,"20,7"
Yrityksille (2),"12 kk:n muutos (1), %",12/2008,"18,8"
Yrityksille (2),"12 kk:n muutos (1), %",1/2009,"18,8"
Yrityksille (2),"12 kk:n muutos (1), %",2/2009,"17,4"
Yrityksille (2),"12 kk:n muutos (1), %",3/2009,"12,1"
Yrityksille (2),"12 kk:n muutos (1), %",4/2009,"9,7"
Yrityksille (2),"12 kk:n muutos (1), %",5/2009,"7,9"
Yrityksille (2),"12 kk:n muutos (1), %",6/2009,"6,0"
Yrityksille (2),"12 kk:n muutos (1), %",7/2009,"4,7"
Yrityksille (2),"12 kk:n muutos (1), %",8/2009,"4,0"
Yrityksille (2),"12 kk:n muutos (1), %",9/2009,"-1,4"
Yrityksille (2),"12 kk:n muutos (1), %",10/2009,"-3,5"
Yrityksille (2),"12 kk:n muutos (1), %",11/2009,"-5,0"
Yrityksille (2),"12 kk:n muutos (1), %",12/2009,"-4,8"
Yrityksille (2),"12 kk:n muutos (1), %",1/2010,"-3,1"
Yrityksille (2),"12 kk:n muutos (1), %",2/2010,"-2,9"
Yrityksille (2),"12 kk:n muutos (1), %",3/2010,"-2,5"
Yrityksille (2),"12 kk:n muutos (1), %",4/2010,"-2,2"
Yrityksille (2),"12 kk:n muutos (1), %",5/2010,"-0,5"
Yrityksille (2),"12 kk:n muutos (1), %",6/2010,"1,3"
Yrityksille (2),"12 kk:n muutos (1), %",7/2010,"1,6"
Yrityksille (2),"12 kk:n muutos (1), %",8/2010,"1,8"
Yrityksille (2),"12 kk:n muutos (1), %",9/2010,"4,4"
Yrityksille (2),"12 kk:n muutos (1), %",10/2010,"4,7"
Yrityksille (2),"12 kk:n muutos (1), %",11/2010,"5,2"
Yrityksille (2),"12 kk:n muutos (1), %",12/2010,"4,6"
Yrityksille (2),"12 kk:n muutos (1), %",1/2011,"4,0"
Yrityksille (2),"12 kk:n muutos (1), %",2/2011,"4,2"
Yrityksille (2),"12 kk:n muutos (1), %",3/2011,"3,9"
Yrityksille (2),"12 kk:n muutos (1), %",4/2011,"3,9"
Yrityksille (2),"12 kk:n muutos (1), %",5/2011,"3,6"
Yrityksille (2),"12 kk:n muutos (1), %",6/2011,"3,4"
Yrityksille (2),"12 kk:n muutos (1), %",7/2011,"3,9"
Yrityksille (2),"12 kk:n muutos (1), %",8/2011,"3,7"
Yrityksille (2),"12 kk:n muutos (1), %",9/2011,"4,6"
Yrityksille (2),"12 kk:n muutos (1), %",10/2011,"5,8"
Yrityksille (2),"12 kk:n muutos (1), %",11/2011,"6,1"
Yrityksille (2),"12 kk:n muutos (1), %",12/2011,"6,9"
Yrityksille (2),"12 kk:n muutos (1), %",1/2012,"7,0"
Yrityksille (2),"12 kk:n muutos (1), %",2/2012,"7,4"
Yrityksille (2),"12 kk:n muutos (1), %",3/2012,"7,9"
Yrityksille (2),"12 kk:n muutos (1), %",4/2012,"8,1"
Yrityksille (2),"12 kk:n muutos (1), %",5/2012,"7,6"
Yrityksille (2),"12 kk:n muutos (1), %",6/2012,"8,0"
Yrityksille (2),"12 kk:n muutos (1), %",7/2012,"7,5"
Yrityksille (2),"12 kk:n muutos (1), %",8/2012,"7,4"
Yrityksille (2),"12 kk:n muutos (1), %",9/2012,"6,4"
Yrityksille (2),"12 kk:n muutos (1), %",10/2012,"5,4"
Yrityksille (2),"12 kk:n muutos (1), %",11/2012,"5,4"
Yrityksille (2),"12 kk:n muutos (1), %",12/2012,"5,2"
Yrityksille (2),"12 kk:n muutos (1), %",1/2013,"4,2"
Yrityksille (2),"12 kk:n muutos (1), %",2/2013,"4,1"
Yrityksille (2),"12 kk:n muutos (1), %",3/2013,"3,7"
Yrityksille (2),"12 kk:n muutos (1), %",4/2013,"3,9"
Yrityksille (2),"12 kk:n muutos (1), %",5/2013,"4,0"
Yrityksille (2),"12 kk:n muutos (1), %",6/2013,"4,3"
Yrityksille (2),"12 kk:n muutos (1), %",7/2013,"4,3"
Yrityksille (2),"12 kk:n muutos (1), %",8/2013,"5,2"
Yrityksille (2),"12 kk:n muutos (1), %",9/2013,"5,6"
Yrityksille (2),"12 kk:n muutos (1), %",10/2013,"5,4"
Yrityksille (2),"12 kk:n muutos (1), %",11/2013,"6,2"
Yrityksille (2),"12 kk:n muutos (1), %",12/2013,"7,2"
Yrityksille (2),"12 kk:n muutos (1), %",1/2014,"7,1"
Yrityksille (2),"12 kk:n muutos (1), %",2/2014,"7,1"
Yrityksille (2),"12 kk:n muutos (1), %",3/2014,"7,4"
Yrityksille (2),"12 kk:n muutos (1), %",4/2014,"6,7"
Yrityksille (2),"12 kk:n muutos (1), %",5/2014,"6,8"
Yrityksille (2),"12 kk:n muutos (1), %",6/2014,"6,4"
Yrityksille (2),"12 kk:n muutos (1), %",7/2014,"6,2"
Yrityksille (2),"12 kk:n muutos (1), %",8/2014,"6,0"
Yrityksille (2),"12 kk:n muutos (1), %",9/2014,"6,3"
Yrityksille (2),"12 kk:n muutos (1), %",10/2014,"7,0"
Yrityksille (2),"12 kk:n muutos (1), %",11/2014,"6,3"
Yrityksille (2),"12 kk:n muutos (1), %",12/2014,"6,3"
Yrityksille (2),"12 kk:n muutos (1), %",1/2015,"6,8"
Yrityksille (2),"12 kk:n muutos (1), %",2/2015,"6,7"
Yrityksille (2),"12 kk:n muutos (1), %",3/2015,"6,7"
Yrityksille (2),"12 kk:n muutos (1), %",4/2015,"6,7"
Yrityksille (2),"12 kk:n muutos (1), %",5/2015,"7,0"
Yrityksille (2),"12 kk:n muutos (1), %",6/2015,"6,9"
Yrityksille (2),"12 kk:n muutos (1), %",7/2015,"7,3"
Yrityksille (2),"12 kk:n muutos (1), %",8/2015,"7,1"
Yrityksille (2),"12 kk:n muutos (1), %",9/2015,"6,3"
Yrityksille (2),"12 kk:n muutos (1), %",10/2015,"6,2"
Yrityksille (2),"12 kk:n muutos (1), %",11/2015,"6,8"
Yrityksille (2),"12 kk:n muutos (1), %",12/2015,"5,9"
Yrityksille (2),"12 kk:n muutos (1), %",1/2016,"6,2"
Yrityksille (2),"12 kk:n muutos (1), %",2/2016,"6,0"
Yrityksille (2),"12 kk:n muutos (1), %",3/2016,"5,3"
Yrityksille (2),"12 kk:n muutos (1), %",4/2016,"5,1"
Yrityksille (2),"12 kk:n muutos (1), %",5/2016,"4,4"
Yrityksille (2),"12 kk:n muutos (1), %",6/2016,"4,5"
Yrityksille (2),"12 kk:n muutos (1), %",7/2016,"4,6"
Yrityksille (2),"12 kk:n muutos (1), %",8/2016,"4,3"
Yrityksille (2),"12 kk:n muutos (1), %",9/2016,"4,5"
Yrityksille (2),"12 kk:n muutos (1), %",10/2016,"5,0"
Yrityksille (2),"12 kk:n muutos (1), %",11/2016,"4,4"
Yrityksille (2),"12 kk:n muutos (1), %",12/2016,"5,0"
Yrityksille (2),"12 kk:n muutos (1), %",1/2017,"5,1"
Yrityksille (2),"12 kk:n muutos (1), %",2/2017,"4,8"
Yrityksille (2),"12 kk:n muutos (1), %",3/2017,"6,6"
Yrityksille (2),"12 kk:n muutos (1), %",4/2017,"6,9"
Yrityksille (2),"12 kk:n muutos (1), %",5/2017,"7,0"
Yrityksille (2),"12 kk:n muutos (1), %",6/2017,"6,2"
Yrityksille (2),"12 kk:n muutos (1), %",7/2017,"5,7"
Yrityksille (2),"12 kk:n muutos (1), %",8/2017,"5,8"
Yrityksille (2),"12 kk:n muutos (1), %",9/2017,"6,2"
Yrityksille (2),"12 kk:n muutos (1), %",10/2017,"5,9"
Yrityksille (2),"12 kk:n muutos (1), %",11/2017,"4,8"
Yrityksille (2),"12 kk:n muutos (1), %",12/2017,"5,1"
Yrityksille (2),"12 kk:n muutos (1), %",1/2018,"4,2"
Yrityksille (2),"12 kk:n muutos (1), %",2/2018,"5,1"
Yrityksille (2),"12 kk:n muutos (1), %",3/2018,"4,6"
Yrityksille (2),"12 kk:n muutos (1), %",4/2018,"4,2"
Yrityksille (2),"12 kk:n muutos (1), %",5/2018,"4,7"
Yrityksille (2),"12 kk:n muutos (1), %",6/2018,"6,3"
Yrityksille (2),"12 kk:n muutos (1), %",7/2018,"6,4"
Yrityksille (2),"12 kk:n muutos (1), %",8/2018,"6,9"
Yrityksille (2),"12 kk:n muutos (1), %",9/2018,"7,0"
Yrityksille (2),"12 kk:n muutos (1), %",10/2018,"7,3"
Yrityksille (2),"12 kk:n muutos (1), %",11/2018,"9,0"
Yrityksille (2),"12 kk:n muutos (1), %",12/2018,"8,1"
Yrityksille (2),"12 kk:n muutos (1), %",1/2019,"8,3"
Yrityksille (2),"12 kk:n muutos (1), %",2/2019,"7,4"
Yrityksille (2),"12 kk:n muutos (1), %",3/2019,"7,5"
Yrityksille (2),"12 kk:n muutos (1), %",4/2019,"7,6"
Yrityksille (2),"12 kk:n muutos (1), %",5/2019,"7,2"
Yrityksille (2),"12 kk:n muutos (1), %",6/2019,"6,5"
Yrityksille (2),"12 kk:n muutos (1), %",7/2019,"6,9"
Yrityksille (2),"12 kk:n muutos (1), %",8/2019,"7,0"
Yrityksille (2),"12 kk:n muutos (1), %",9/2019,"6,9"
Yrityksille (2),"12 kk:n muutos (1), %",10/2019,"7,3"
Yrityksille (2),"12 kk:n muutos (1), %",11/2019,"7,1"
Yrityksille (2),"12 kk:n muutos (1), %",12/2019,"7,3"
Yrityksille (2),"12 kk:n muutos (1), %",1/2020,"8,3"
Yrityksille (2),"12 kk:n muutos (1), %",2/2020,"8,2"
Yrityksille (2),"12 kk:n muutos (1), %",3/2020,"9,5"
Yrityksille (2),"12 kk:n muutos (1), %",4/2020,"11,3"
Yrityksille (2),"12 kk:n muutos (1), %",5/2020,"12,2"
Yrityksille (2),"12 kk:n muutos (1), %",6/2020,"10,9"
Yrityksille (2),"12 kk:n muutos (1), %",7/2020,"10,6"
Yrityksille (2),"12 kk:n muutos (1), %",8/2020,"10,2"
Yrityksille (2),"12 kk:n muutos (1), %",9/2020,"9,1"
Yrityksille (2),"12 kk:n muutos (1), %",10/2020,"8,0"
Yrityksille (2),"12 kk:n muutos (1), %",11/2020,"6,8"
Yrityksille (2),"12 kk:n muutos (1), %",12/2020,"6,7"
